canonical_id,column_excel,sheet,study,granularity,db_target,in_ecmo,in_acc,overlap_ecmo_acc,occurrence_count,all_db_targets,patient_scenarios,unified_collection
ecmo.elso_id,ELSO,PROCEDURES,ECMO,ecmo_run_repeatable,ECMO → PROCEDURES → ELSO,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ELSO || ECMO → ANAGRAFICA → NUMERO ELSO || ECMO → CANNULA → ELSO || ECMO → CARDIAC SURGERY PROCEDURES → ELSO || ECMO → CARDIAC → ELSO || ECMO → CATH DURING ECMO → ELSO || ECMO → COMPLICANZE → ELSO || ECMO → DIAGNOSI → ELSO || ECMO → ECLS CARE → ELSO || ECMO → ECPR 24HRS → ELSO || ECMO → ECPR ACC → ELSO || ECMO → ECPR INCANULAMENTO → ELSO || ECMO → ECPR_ANAMNESI → ELSO || ECMO → EQUIPMENT → ELSO || ECMO → INFEZIONI → ELSO || ECMO → OUTCOME → ELSO || ECMO → PRE-ECLS ASSESSMENT → ELSO || ECMO → PRE-ECLS SUPPORT → ELSO || ECMO → PROCEDURES → ELSO || ECMO → RUN → ELSO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
study.year,ANNO,PROCEDURES,ECMO,ecmo_run_repeatable,ECMO → PROCEDURES → ANNO,True,True,True,21,ACC → Anagrafica → ANNO || ECMO → 24HRS ECLS ASSESSMENT → ANNO || ECMO → ANAGRAFICA → ANNO || ECMO → CANNULA → ANNO || ECMO → CARDIAC SURGERY PROCEDURES → ANNO || ECMO → CARDIAC → ANNO || ECMO → CATH DURING ECMO → ANNO || ECMO → COMPLICANZE → ANNO || ECMO → DIAGNOSI → ANNO || ECMO → ECLS CARE → ANNO || ECMO → ECPR 24HRS → ANNO || ECMO → ECPR ACC → ANNO || ECMO → ECPR INCANULAMENTO → ANNO || ECMO → ECPR_ANAMNESI → ANNO || ECMO → EQUIPMENT → ANNO || ECMO → INFEZIONI → ANNO || ECMO → OUTCOME → ANNO || ECMO → PRE-ECLS ASSESSMENT → ANNO || ECMO → PRE-ECLS SUPPORT → ANNO || ECMO → PROCEDURES → ANNO || ECMO → RUN → ANNO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
ecmo.run_number,RUN,PROCEDURES,ECMO,ecmo_run_repeatable,ECMO → PROCEDURES → RUN,True,False,False,16,ECMO → 24HRS ECLS ASSESSMENT → RUN || ECMO → CANNULA → RUN || ECMO → CARDIAC SURGERY PROCEDURES → RUN || ECMO → CARDIAC → RUN || ECMO → CATH DURING ECMO → RUN || ECMO → COMPLICANZE → RUN || ECMO → DIAGNOSI → RUN || ECMO → ECLS CARE → RUN || ECMO → ECPR_ANAMNESI → RUN || ECMO → EQUIPMENT → RUN || ECMO → INFEZIONI → RUN || ECMO → OUTCOME → RUN || ECMO → PRE-ECLS ASSESSMENT → RUN || ECMO → PRE-ECLS SUPPORT → RUN || ECMO → PROCEDURES → RUN || ECMO → RUN → RUN,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.PROCEDURA,PROCEDURA,PROCEDURES,ECMO,ecmo_run_repeatable,ECMO → PROCEDURES → PROCEDURA,True,False,False,1,ECMO → PROCEDURES → PROCEDURA,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.DATA,DATA,PROCEDURES,ECMO,ecmo_run_repeatable,ECMO → PROCEDURES → DATA,True,False,False,4,ECMO → CARDIAC → DATA || ECMO → CATH DURING ECMO → DATA || ECMO → COMPLICANZE → DATA || ECMO → PROCEDURES → DATA,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.ORA,ORA,PROCEDURES,ECMO,ecmo_run_repeatable,ECMO → PROCEDURES → ORA,True,False,False,1,ECMO → PROCEDURES → ORA,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.TIMING_ESATTO,TIMING ESATTO,PROCEDURES,ECMO,ecmo_run_repeatable,ECMO → PROCEDURES → TIMING ESATTO,True,False,False,3,ECMO → COMPLICANZE → TIMING ESATTO || ECMO → INFEZIONI → TIMING ESATTO || ECMO → PROCEDURES → TIMING ESATTO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
patient.sdo,SDO,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → SDO,True,True,True,30,ACC → 6 - 12H → SDO || ACC → Ammissione → SDO || ACC → Anagrafica → SDO || ACC → Anamnesi → SDO || ACC → DAY 1 → SDO || ACC → DAY 2 → SDO || ACC → DAY 3 → SDO || ACC → Outcome → SDO || ACC → PS → SDO || ACC → Pre-H → SDO || ECMO → 24HRS ECLS ASSESSMENT → SDO || ECMO → ANAGRAFICA → SDO || ECMO → CANNULA → SDO || ECMO → CARDIAC SURGERY PROCEDURES → SDO || ECMO → CARDIAC → SDO || ECMO → CATH DURING ECMO → SDO || ECMO → COMPLICANZE → SDO || ECMO → DIAGNOSI → SDO || ECMO → ECLS CARE → SDO || ECMO → ECPR 24HRS → SDO || ECMO → ECPR ACC → SDO || ECMO → ECPR INCANULAMENTO → SDO || ECMO → ECPR_ANAMNESI → SDO || ECMO → EQUIPMENT → SDO || ECMO → INFEZIONI → SDO || ECMO → OUTCOME → SDO || ECMO → PRE-ECLS ASSESSMENT → SDO || ECMO → PRE-ECLS SUPPORT → SDO || ECMO → PROCEDURES → SDO || ECMO → RUN → SDO,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.cognome,COGNOME,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → COGNOME,True,True,True,30,ACC → 6 - 12H → COGNOME || ACC → Ammissione → COGNOME || ACC → Anagrafica → COGNOME || ACC → Anamnesi → COGNOME || ACC → DAY 1 → COGNOME || ACC → DAY 2 → COGNOME || ACC → DAY 3 → COGNOME || ACC → Outcome → COGNOME || ACC → PS → COGNOME || ACC → Pre-H → COGNOME || ECMO → 24HRS ECLS ASSESSMENT → COGNOME || ECMO → ANAGRAFICA → COGNOME || ECMO → CANNULA → COGNOME || ECMO → CARDIAC SURGERY PROCEDURES → COGNOME || ECMO → CARDIAC → COGNOME || ECMO → CATH DURING ECMO → COGNOME || ECMO → COMPLICANZE → COGNOME || ECMO → DIAGNOSI → COGNOME || ECMO → ECLS CARE → COGNOME || ECMO → ECPR 24HRS → COGNOME || ECMO → ECPR ACC → COGNOME || ECMO → ECPR INCANULAMENTO → COGNOME || ECMO → ECPR_ANAMNESI → COGNOME || ECMO → EQUIPMENT → COGNOME || ECMO → INFEZIONI → COGNOME || ECMO → OUTCOME → COGNOME || ECMO → PRE-ECLS ASSESSMENT → COGNOME || ECMO → PRE-ECLS SUPPORT → COGNOME || ECMO → PROCEDURES → COGNOME || ECMO → RUN → COGNOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.nome,NOME,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → NOME,True,True,True,30,ACC → 6 - 12H → NOME || ACC → Ammissione → NOME || ACC → Anagrafica → NOME || ACC → Anamnesi → NOME || ACC → DAY 1 → NOME || ACC → DAY 2 → NOME || ACC → DAY 3 → NOME || ACC → Outcome → NOME || ACC → PS → NOME || ACC → Pre-H → NOME || ECMO → 24HRS ECLS ASSESSMENT → NOME || ECMO → ANAGRAFICA → NOME || ECMO → CANNULA → NOME || ECMO → CARDIAC SURGERY PROCEDURES → NOME || ECMO → CARDIAC → NOME || ECMO → CATH DURING ECMO → NOME || ECMO → COMPLICANZE → NOME || ECMO → DIAGNOSI → NOME || ECMO → ECLS CARE → NOME || ECMO → ECPR 24HRS → NOME || ECMO → ECPR ACC → NOME || ECMO → ECPR INCANULAMENTO → NOME || ECMO → ECPR_ANAMNESI → NOME || ECMO → EQUIPMENT → NOME || ECMO → INFEZIONI → NOME || ECMO → OUTCOME → NOME || ECMO → PRE-ECLS ASSESSMENT → NOME || ECMO → PRE-ECLS SUPPORT → NOME || ECMO → PROCEDURES → NOME || ECMO → RUN → NOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
ecmo.lens_id,ECMO LENS,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → ECMO LENS,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ECMO LENS || ECMO → ANAGRAFICA → ECMO LENS || ECMO → CANNULA → ECMO LENS || ECMO → CARDIAC SURGERY PROCEDURES → ECMO LENS || ECMO → CARDIAC → ECMO LENS || ECMO → CATH DURING ECMO → ECMO LENS || ECMO → COMPLICANZE → ECMO LENS || ECMO → DIAGNOSI → ECMO LENS || ECMO → ECLS CARE → ECMO LENS || ECMO → ECPR 24HRS → ECMO LENS || ECMO → ECPR ACC → ECMO LENS || ECMO → ECPR INCANULAMENTO → ECMO LENS || ECMO → ECPR_ANAMNESI → ECMO LENS || ECMO → EQUIPMENT → ECMO LENS || ECMO → INFEZIONI → ECMO LENS || ECMO → OUTCOME → ECMO LENS || ECMO → PRE-ECLS ASSESSMENT → ECMO LENS || ECMO → PRE-ECLS SUPPORT → ECMO LENS || ECMO → PROCEDURES → ECMO LENS || ECMO → RUN → ECMO LENS,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
ecmo.elso_id,ELSO,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → ELSO,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ELSO || ECMO → ANAGRAFICA → NUMERO ELSO || ECMO → CANNULA → ELSO || ECMO → CARDIAC SURGERY PROCEDURES → ELSO || ECMO → CARDIAC → ELSO || ECMO → CATH DURING ECMO → ELSO || ECMO → COMPLICANZE → ELSO || ECMO → DIAGNOSI → ELSO || ECMO → ECLS CARE → ELSO || ECMO → ECPR 24HRS → ELSO || ECMO → ECPR ACC → ELSO || ECMO → ECPR INCANULAMENTO → ELSO || ECMO → ECPR_ANAMNESI → ELSO || ECMO → EQUIPMENT → ELSO || ECMO → INFEZIONI → ELSO || ECMO → OUTCOME → ELSO || ECMO → PRE-ECLS ASSESSMENT → ELSO || ECMO → PRE-ECLS SUPPORT → ELSO || ECMO → PROCEDURES → ELSO || ECMO → RUN → ELSO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
study.year,ANNO,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → ANNO,True,True,True,21,ACC → Anagrafica → ANNO || ECMO → 24HRS ECLS ASSESSMENT → ANNO || ECMO → ANAGRAFICA → ANNO || ECMO → CANNULA → ANNO || ECMO → CARDIAC SURGERY PROCEDURES → ANNO || ECMO → CARDIAC → ANNO || ECMO → CATH DURING ECMO → ANNO || ECMO → COMPLICANZE → ANNO || ECMO → DIAGNOSI → ANNO || ECMO → ECLS CARE → ANNO || ECMO → ECPR 24HRS → ANNO || ECMO → ECPR ACC → ANNO || ECMO → ECPR INCANULAMENTO → ANNO || ECMO → ECPR_ANAMNESI → ANNO || ECMO → EQUIPMENT → ANNO || ECMO → INFEZIONI → ANNO || ECMO → OUTCOME → ANNO || ECMO → PRE-ECLS ASSESSMENT → ANNO || ECMO → PRE-ECLS SUPPORT → ANNO || ECMO → PROCEDURES → ANNO || ECMO → RUN → ANNO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
ecmo.run_number,RUN,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → RUN,True,False,False,16,ECMO → 24HRS ECLS ASSESSMENT → RUN || ECMO → CANNULA → RUN || ECMO → CARDIAC SURGERY PROCEDURES → RUN || ECMO → CARDIAC → RUN || ECMO → CATH DURING ECMO → RUN || ECMO → COMPLICANZE → RUN || ECMO → DIAGNOSI → RUN || ECMO → ECLS CARE → RUN || ECMO → ECPR_ANAMNESI → RUN || ECMO → EQUIPMENT → RUN || ECMO → INFEZIONI → RUN || ECMO → OUTCOME → RUN || ECMO → PRE-ECLS ASSESSMENT → RUN || ECMO → PRE-ECLS SUPPORT → RUN || ECMO → PROCEDURES → RUN || ECMO → RUN → RUN,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.DATA_EGA,DATA EGA,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → DATA EGA,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → DATA EGA || ECMO → PRE-ECLS ASSESSMENT → DATA EGA,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.ORA_EGA,ORA EGA,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → ORA EGA,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → ORA EGA || ECMO → PRE-ECLS ASSESSMENT → ORA EGA,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
blood_gas.ph,pH,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → pH,True,True,True,8,ACC → 6 - 12H → EGA - pH || ACC → Ammissione → EGA - pH || ACC → DAY 1 → EGA - pH || ACC → DAY 2 → EGA - pH || ACC → DAY 3 → EGA - pH || ECMO → 24HRS ECLS ASSESSMENT → pH || ECMO → ECPR INCANULAMENTO → pH || ECMO → PRE-ECLS ASSESSMENT → pH,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
blood_gas.pao2,pO2,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → pO2,True,True,True,8,ACC → 6 - 12H → EGA - PaO2 || ACC → Ammissione → EGA - PaO2 || ACC → DAY 1 → EGA - PaO2 || ACC → DAY 2 → EGA - PaO2 || ACC → DAY 3 → EGA - PaO2 || ECMO → 24HRS ECLS ASSESSMENT → pO2 || ECMO → ECPR INCANULAMENTO → pO2 || ECMO → PRE-ECLS ASSESSMENT → pO2,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
blood_gas.paco2,pCO2,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → pCO2,True,True,True,8,ACC → 6 - 12H → EGA - PaCO2 || ACC → Ammissione → EGA - PaCO2 || ACC → DAY 1 → EGA - PaCO2 || ACC → DAY 2 → EGA - PaCO2 || ACC → DAY 3 → EGA - PaCO2 || ECMO → 24HRS ECLS ASSESSMENT → pCO2 || ECMO → ECPR INCANULAMENTO → pCO2 || ECMO → PRE-ECLS ASSESSMENT → pCO2,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
blood_gas.hco3,HCO3-,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → HCO3-,True,True,True,8,ACC → 6 - 12H → HCO3 || ACC → Ammissione → HCO3 || ACC → DAY 1 → HCO3 || ACC → DAY 2 → HCO3 || ACC → DAY 3 → HCO3 || ECMO → 24HRS ECLS ASSESSMENT → HCO3- || ECMO → ECPR INCANULAMENTO → HCO3- || ECMO → PRE-ECLS ASSESSMENT → HCO3-,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
blood_gas.lactate,Lac,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → Lac,True,True,True,9,ACC → 6 - 12H → LAC || ACC → Ammissione → LAC || ACC → DAY 1 → LAC || ACC → DAY 2 → LAC || ACC → DAY 3 → LAC || ACC → PS → LAC || ECMO → 24HRS ECLS ASSESSMENT → Lac || ECMO → ECPR INCANULAMENTO → Lac || ECMO → PRE-ECLS ASSESSMENT → Lac,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
blood_gas.be,BE,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → BE,True,True,True,8,ACC → 6 - 12H → BE || ACC → Ammissione → BE || ACC → DAY 1 → BE || ACC → DAY 2 → BE || ACC → DAY 3 → BE || ECMO → 24HRS ECLS ASSESSMENT → BE || ECMO → ECPR INCANULAMENTO → BE || ECMO → PRE-ECLS ASSESSMENT → BE,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
lab.hb,Hb,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → Hb,True,True,True,9,ACC → 6 - 12H → HB || ACC → Ammissione → HB || ACC → DAY 1 → Hb || ACC → DAY 2 → HB || ACC → DAY 3 → HB || ACC → PS → HB || ECMO → 24HRS ECLS ASSESSMENT → Hb || ECMO → ECPR INCANULAMENTO → Hb || ECMO → PRE-ECLS ASSESSMENT → Hb,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
lab.ht,HT,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → HT,True,True,True,8,ACC → 6 - 12H → HT || ACC → Ammissione → Ht || ACC → DAY 1 → HT || ACC → DAY 2 → HT || ACC → DAY 3 → HT || ECMO → 24HRS ECLS ASSESSMENT → HT || ECMO → ECPR INCANULAMENTO → HT || ECMO → PRE-ECLS ASSESSMENT → HT,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
blood_gas.sao2,O2Hb,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → O2Hb,True,True,True,8,ACC → 6 - 12H → SO2 || ACC → Ammissione → EGA - SO2 || ACC → DAY 1 → SO2 || ACC → DAY 2 → SO2 || ACC → DAY 3 → SO2 || ECMO → 24HRS ECLS ASSESSMENT → O2Hb || ECMO → ECPR INCANULAMENTO → O2Hb || ECMO → PRE-ECLS ASSESSMENT → O2Hb,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
unique.DATA_VENT_SETTING,DATA VENT SETTING,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → DATA VENT SETTING,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → DATA VENT SETTING || ECMO → PRE-ECLS ASSESSMENT → DATA VENT SETTING,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.TIME_VENT_SETTING,TIME VENT SETTING,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → TIME VENT SETTING,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → TIME VENT SETTING || ECMO → PRE-ECLS ASSESSMENT → TIME VENT SETTING,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
vent.mode,TYPE,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → TYPE,True,True,True,7,ACC → 6 - 12H → MOD VENT || ACC → Ammissione → MOD VENT || ACC → DAY 1 → MOD VENT || ACC → DAY 2 → MOD VENT || ACC → DAY 3 → MOD VENT || ECMO → 24HRS ECLS ASSESSMENT → TYPE || ECMO → PRE-ECLS ASSESSMENT → TYPE,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
vent.rr,RR,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → RR,True,True,True,8,ACC → 6 - 12H → FR || ACC → Ammissione → FR || ACC → DAY 1 → FR || ACC → DAY 2 → FR || ACC → DAY 3 → FR || ECMO → 24HRS ECLS ASSESSMENT → RR || ECMO → CANNULA → FR || ECMO → PRE-ECLS ASSESSMENT → RR,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
vent.peep,PEEP,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → PEEP,True,True,True,7,ACC → 6 - 12H → PEEP || ACC → Ammissione → PEEP || ACC → DAY 1 → PEEP || ACC → DAY 2 → PEEP || ACC → DAY 3 → PEEP || ECMO → 24HRS ECLS ASSESSMENT → PEEP || ECMO → PRE-ECLS ASSESSMENT → PEEP,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
vent.pmean,Pmedie,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → Pmedie,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → Pmedie || ECMO → PRE-ECLS ASSESSMENT → Pmedie,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.PPICCO,Ppicco,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → Ppicco,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → Ppicco || ECMO → PRE-ECLS ASSESSMENT → Ppicco,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
vent.pplat,Pplat,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → Pplat,True,True,True,7,ACC → 6 - 12H → PLAT || ACC → Ammissione → PLAT || ACC → DAY 1 → Plateau || ACC → DAY 2 → PLAT || ACC → DAY 3 → PLAT || ECMO → 24HRS ECLS ASSESSMENT → Pplat || ECMO → PRE-ECLS ASSESSMENT → Pplat,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
vent.tv,TV,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → TV,True,True,True,7,ACC → 6 - 12H → VT || ACC → Ammissione → VT || ACC → DAY 1 → VT || ACC → DAY 2 → VT || ACC → DAY 3 → VT || ECMO → 24HRS ECLS ASSESSMENT → TV || ECMO → PRE-ECLS ASSESSMENT → TV,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
unique.HEMODINAMIC_DATE,HEMODINAMIC DATE,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → HEMODINAMIC DATE,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → HEMODINAMIC DATE || ECMO → PRE-ECLS ASSESSMENT → HEMODINAMIC DATE,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.HEMODINAMIC_TIME,HEMODINAMIC TIME,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → HEMODINAMIC TIME,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → HEMODINAMIC TIME || ECMO → PRE-ECLS ASSESSMENT → HEMODINAMIC TIME,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.pas,PAS,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → PAS,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → PAS || ECMO → PRE-ECLS ASSESSMENT → PAS,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.pad,PAD,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → PAD,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → PAD || ECMO → PRE-ECLS ASSESSMENT → PAD,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.pam,PAM,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → PAM,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → PAM || ECMO → PRE-ECLS ASSESSMENT → PAM,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.svo2,SVO2,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → SVO2,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → SVO2 || ECMO → PRE-ECLS ASSESSMENT → SVO2,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.co,CO,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → CO,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → CO || ECMO → PRE-ECLS ASSESSMENT → CO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.paop,PAOP,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → PAOP,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → PAOP || ECMO → PRE-ECLS ASSESSMENT → PAOP,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.paps,PAPs,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → PAPs,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → PAPs || ECMO → PRE-ECLS ASSESSMENT → PAPs,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.papd,PAPd,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → PAPd,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → PAPd || ECMO → PRE-ECLS ASSESSMENT → PAPd,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.papm,PAPm,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → PAPm,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → PAPm || ECMO → PRE-ECLS ASSESSMENT → PAPm,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
hemo.ci,CI,PRE-ECLS ASSESSMENT,ECMO,ecmo_run_once,ECMO → PRE-ECLS ASSESSMENT → CI,True,False,False,2,ECMO → 24HRS ECLS ASSESSMENT → CI || ECMO → PRE-ECLS ASSESSMENT → CI,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
